Gene,logFC,pVal,pAdj,sdSF,sdGC
EXOSC10,0.097345393,0.741981304,0.902265159,56.82558,48.54529
GLOD4,-0.693847799,0.007586646,0.074801083,34.96674,33.38974
VPS53,-0.040283923,0.897485434,0.963147001,79.90501,76.08993
TAOK1,0.246601149,0.077423589,0.316243598,143.8,106.7506
DNTTIP1,-0.505155109,0.02394915,0.158082566,37.03046,59.62839
TNNC2,1.181714874,0.004183198,0.049171417,61.23472,14.13538
ACOT8,0.082217123,0.787746445,0.92126079,30.21588,34.69971
CD300LG,0.750702786,0.058579284,0.271033052,28.90136,24.42194
PYY,-0.689802555,0.593958656,0.830075845,7.0297,11.29249
VTN,0.172391622,0.871593954,0.953126666,5.273097,5.21814
NLK,0.349684417,0.22159156,0.540491244,80.04225,54.92969
TRAF4,0.172810821,0.58361385,0.824461009,54.53913,20.63052
RPL19,-0.599371258,0.000186781,0.005024806,844.0016,1347.2864
NEK8,0.504272231,0.233068335,0.554329474,21.30427,16.2932
CACNB4,1.591503094,0.05479174,0.260449648,15.246369,3.411299
PLXDC1,0.516890698,0.203686878,0.521354496,61.78975,23.24403
ARL5B,-0.391150394,0.215254414,0.532507247,42.99567,90.71548
ZFP207,0.070360379,0.683648097,0.877052624,350.279,242.8731
PSMD11,-0.324699185,0.120502265,0.402711626,126.2991,119.813
C1QTNF1,1.387257501,0.074184793,0.30850234,14.575353,3.570379
PIPOX,-0.623014258,0.576015294,0.820184867,6.250018,9.054141
TIMP2,0.276027464,0.292537283,0.616207453,120.7066,121.7742
ZC3H18,-0.206685266,0.446831851,0.741735189,96.07532,55.07288
TOP2B,0.413125908,0.045339119,0.23251706,381.9395,381.313
RARB,-1.041197716,0.356493905,0.674753828,4.969793,17.078316
IGFBP4,0.721552821,0.03791875,0.210753947,67.27918,39.98313
CDC6,-4.138190278,7.46965E-14,1.4619E-11,8.524857,35.209751
SUZ12,0.055611515,0.716966525,0.892394457,151.8978,140.2335
ATAD5,-1.183865087,4.92366E-05,0.001723531,46.19747,81.27261
CRLF3,-0.433286324,0.014406442,0.113708386,46.42807,109.7416
TNS4,2.091091842,0.0026854,0.035936166,11.963915,3.897899
TNFAIP1,0.029384632,0.895493844,0.962897268,23.49074,21.82233
ABR,-0.271903436,0.443139943,0.74005831,34.23049,33.88444
RAB11FIP4,-0.330325047,0.299422042,0.622451858,38.48314,20.32735
CD40,0.504605696,0.388215353,0.699480004,24.34691,15.82802
SLC35C2,-0.357388809,0.297158425,0.619852047,33.20266,14.2613
ELMO2,-0.740995456,0.033614863,0.196090873,18.60224,22.94694
WSB1,0.580800192,0.003842331,0.04641927,98.71362,51.33988
TTPAL,-0.037395065,0.917568328,0.969580214,40.01653,33.05099
RHOT1,0.547833544,0.026730382,0.169234769,71.24299,37.12893
RHBDL3,-0.120650972,0.857277279,0.947157781,9.224318,10.486089
ADA,-0.092073183,0.735137088,0.899221984,46.32068,65.66822
SERINC3,0.293454265,0.043178147,0.226630989,78.37418,129.9606
THA1,0.23384336,0.789613783,0.922266542,14.525823,9.092373
PGS1,0.120045629,0.538711106,0.800626462,59.00806,35.24948
BIRC5,-3.123195305,8.83E-26,5.76E-23,29.49086,134.34958
AFMID,0.268534703,0.709494766,0.889111537,9.158265,5.266169
PIGT,0.190823571,0.520426674,0.789489433,30.81904,12.75265
WFDC2,1.327005485,0.041201822,0.220484225,44.17705,23.43538
DBNDD2,-0.10112882,0.799906663,0.926030645,29.11519,21.06739
MMP9,1.600577567,0.005314471,0.059055129,29.826429,7.769204
GHDC,0.288199796,0.577535646,0.821164998,29.78716,10.82715
PLTP,0.341280634,0.12136898,0.404055736,46.78871,58.18192
SLC12A7,0.121125626,0.608970869,0.838359631,22.70912,37.22111
CTSA,0.412098174,0.010686958,0.094336631,39.7294,60.95077
ZSWIM1,-0.292977995,0.662550948,0.865825869,10.192209,9.089306
SLC12A4,-0.159437349,0.698266646,0.883224211,40.22603,19.98385
MYO1C,0.160162327,0.644350651,0.855473429,64.72482,32.98522
CRK,0.228482786,0.255040265,0.577547792,72.01514,79.69417
COX7C,0.212445702,0.264209769,0.58699296,841.9262,709.5891
PITPNA,-0.115411748,0.557496876,0.81152181,172.3181,170.5196
MLX,-0.420916759,0.071162931,0.301370133,85.98887,74.73694
RETREG3,0.566149733,0.009393519,0.086514313,36.47003,38.90526
DHX58,0.511387457,0.437676682,0.737142482,10.37024,5.54496
RAB5A,0.283074263,0.101818599,0.368424729,123.4409,47.6767
NKIRAS2,-0.109626014,0.738646065,0.900909983,25.92313,23.74201
PPP2R5C,-0.734490535,7.93081E-05,0.002565551,233.0364,596.7071
IFT52,0.146863545,0.577853019,0.821214281,44.23023,39.99863
MYBL2,-2.078164523,0.010995366,0.095961226,13.05462,27.48432
EYA2,-0.133717872,0.670020501,0.869077104,28.8074,14.96841
B4GALT5,-0.294645488,0.468535475,0.75689434,16.98382,11.0962
PTGIS,0.401435895,0.571488637,0.818046954,28.65387,26.05868
CADPS2,1.050272919,0.102962049,0.370341924,12.63698,8.90072
DDX27,-0.165925908,0.663872982,0.866296388,57.06789,58.67301
CYTH3,0.505556508,0.194588802,0.508836211,53.33371,14.67196
CYTH4,0.275630504,0.362500379,0.67996507,56.53407,28.63066
RAC3,0.883218042,0.069934359,0.298437811,20.5026,5.956126
RRP7A,-0.209111626,0.455231054,0.748063876,40.8793,25.72752
CYB5R3,0.200228698,0.374730116,0.690604011,50.32151,36.32609
INTS2,-0.278687211,0.234172672,0.555300387,24.60964,38.85582
MED13L,0.330631288,0.126347511,0.411612037,184.59745,68.95542
H2BC4,0.427623176,0.006205116,0.065247487,402.3376,283.1889
MAFK,-0.554532562,0.24615218,0.5690002,33.98642,22.61948
MED1,-0.427262551,0.04237811,0.224463488,105.7997,182.4221
ERBB3,0.398940962,0.667066336,0.867635239,10.115627,9.627403
STARD3,-0.742088073,0.067376645,0.292139611,37.19206,21.78038
IKZF3,-0.043421699,0.84834467,0.944367756,91.73732,100.78018
MFNG,0.112233019,0.770466319,0.914607247,48.70182,25.06802
VMP1,-0.047401258,0.834515436,0.939257292,53.30849,68.5081
UCHL5,-0.401733522,0.055928708,0.263281953,57.736,69.75639
GLRX2,0.000980694,0.996273008,0.999305349,86.5381,104.1101
RO60,0.789721528,0.000849662,0.0154329,42.63767,22.44968
STK4,0.133050507,0.323984582,0.647184265,97.94694,132.81717
WFDC15B,2.414911272,0.063100148,0.282396042,15.974011,4.211768
PMP22,0.389134167,0.36275718,0.680178352,65.58025,37.5621
ZCCHC10,-0.81396834,0.000683411,0.013210088,18.7658,16.62126
PSMB6,-0.298936763,0.045976084,0.23424912,285.7693,460.6834
SPAG7,-0.593541802,0.038725782,0.214023853,38.92029,22.18685
PFN1,-0.457947797,0.003394386,0.042415341,717.9087,1327.8938
TOMM34,0.126243289,0.681020418,0.876581444,103.92747,32.95354
YWHAB,-0.099386472,0.574248367,0.818927652,263.1163,226.5188
KSR1,0.283858133,0.61825538,0.842547174,20.52648,18.7457
GPX3,0.110300855,0.813724213,0.931815473,696.2261,871.8993
ANXA6,-0.229902071,0.225925043,0.545965181,74.9017,41.56313
IL12RB2,-0.988566165,0.150337048,0.448433447,8.453819,9.674391
ZKSCAN6,0.155592983,0.66998309,0.869077104,10.00137,17.03782
KPNA2,-2.280803835,0.0001638,0.004557558,46.0807,134.6024
SMURF2,0.597292765,0.026363761,0.167591316,99.94633,41.18891
CEP95,0.134778687,0.651326076,0.859677858,54.84831,56.50961
VEZF1,0.139148861,0.34935025,0.670095939,98.61694,119.1448
2210416O15RIK|CUEDC1,0.9318697,0.100221566,0.365256046,60.46902,22.8365
SRSF1,-0.416121207,0.015231992,0.117423586,106.2835,149.9208
ABI3,-0.416850962,0.0149491,0.116151544,101.9569,139.6855
KIF3A,-0.325455852,0.475775873,0.761698149,54.41672,31.83053
SEPTIN8,0.338038902,0.559436412,0.813042729,13.063486,8.435964
MTMR4,-0.34993461,0.446342914,0.741723389,34.48531,25.18215
MRM1,-0.128125032,0.860525194,0.948419186,13.055458,8.074005
MAPT,0.452978456,0.624343316,0.84583744,9.705267,9.722378
KANSL1,-0.026221708,0.899729383,0.963851517,102.1141,156.3583
GID4,-0.055121804,0.832770325,0.938455834,72.49471,54.89247
MYO1B,1.157201001,0.004111929,0.048589036,79.68622,27.87983
DHX40,-0.252997279,0.364919263,0.68194993,54.28013,58.61576
YPEL2,-0.334993994,0.260813652,0.583448972,94.29767,88.96063
AKAP1,0.505586639,0.177460373,0.485461545,32.66321,30.69921
NOL11,-0.173334399,0.465620332,0.754759037,54.06261,53.85801
DERL2,0.179546617,0.394002987,0.704141995,97.61448,89.85441
C1QBP,-0.429987212,0.078491196,0.317936946,51.33069,103.9874
RPAIN,-0.152056036,0.542890636,0.803028182,62.5615,58.57079
CHD3,0.545760567,0.002055194,0.029877598,139.3447,121.1342
KDM6B,-0.046519943,0.862873726,0.949118594,366.9462,450.4467
APPBP2,-0.119654512,0.51664617,0.787263171,62.96641,62.94067
ADORA2B,0.425684995,0.764748708,0.912164867,9.627978,5.232888
NCOR1,-0.091283304,0.334893862,0.657071829,280.7437,194.3383
TRPV2,0.279292596,0.249158969,0.572036845,48.65121,33.34961
CENPV,0.183582236,0.561050864,0.813119589,52.08554,36.5004
PCGF2,1.497815794,0.163381015,0.467527015,9.950022,4.188999
CWC25,-0.388251455,0.158893065,0.461355176,48.72313,50.34417
PIP4K2B,0.328124697,0.440546734,0.739197189,45.90037,32.71329
TRIM37,-0.513847705,0.213018547,0.530745512,60.15903,47.35157
YBX2,-3.217134432,3.5128E-05,0.001297167,4.360494,10.371609
CTDNEP1,-0.152019121,0.4852823,0.76771534,58.37727,42.0089
ELP5,-0.422168668,0.170123613,0.47688947,59.594,50.43336
SLC2A4,0.874593458,0.073064867,0.305876101,76.93272,30.17974
GABARAP,0.33748199,0.04700514,0.237023987,321.0367,212.1936
CLDN7,0.646483193,0.349705876,0.670138404,19.038288,9.887347
2810408A11RIK,-0.095433776,0.921038304,0.971286908,42.51112,21.56682
PHF23,0.091383927,0.607500475,0.83767411,44.34658,71.22079
ACADVL,0.586833935,0.2124037,0.530441911,601.3889,514.5225
G3BP1,-0.509732356,0.005711328,0.061755708,84.30576,165.30981
ATOX1,0.120768761,0.470403669,0.75842964,327.76,233.3881
SPARC,0.460488998,0.295877413,0.618644005,366.4551,432.0955
MIEF2,0.597610533,0.137978329,0.430086938,30.3181,18.06423
TBX3,1.545078358,0.049107187,0.24447416,31.59356,9.399358
MMP7,3.645568973,0.029468566,0.180230209,12.494208,1.369063
DUSP14,0.273801427,0.824713618,0.935555797,8.270732,4.772065
TADA2A,0.083617961,0.861528733,0.94858272,24.678978,7.501352
IKZF1,0.157652329,0.302530246,0.625734174,190.46,194.816
PNPO,0.017184485,0.966915121,0.989994117,35.55667,20.2938
COG1,-0.215292993,0.55278615,0.808781335,26.70126,44.91843
CBX1,-0.317894037,0.048210542,0.241237603,204.3233,278.0962
CDK5RAP3,-0.266841447,0.317276455,0.640484459,45.78713,24.33237
COPZ2,0.559612145,0.007776768,0.07572193,63.03706,45.94697
SLC25A39,0.615343494,0.031251402,0.186899621,371.4317,171.4312
SP2,-0.073679849,0.803143508,0.927209697,17.06776,28.60785
AATF,0.214287743,0.510994286,0.784014351,25.35141,27.55578
DYNC1H1,0.789284812,0.020344722,0.141887444,273.3732,123.5581
PEX12,0.120800348,0.820657975,0.934652802,22.95489,17.19568
NDEL1,0.403129552,0.10621236,0.377155158,66.89303,38.60581
SLC25A35,1.232195793,0.024906515,0.162281025,31.22541,24.11669
ZBTB4,0.510183065,0.115358436,0.39358619,74.19605,32.06819
TNFSFM13,1.535207435,0.068402607,0.29487448,16.67531,6.116292
MPDU1,0.059410933,0.794486586,0.92399345,68.20737,65.82999
FXR2,-0.055164761,0.816007202,0.932899002,77.38339,50.77464
ATP5G3,0.219024806,0.059207909,0.2728129,168.9072,163.9579
CD68,0.239427025,0.455507593,0.748130267,67.17246,40.18715
ACSL1,0.256110671,0.687155651,0.877552693,473.6444,508.9066
ABCA5,0.625589425,0.478146359,0.763211085,48.65299,16.71668
SMYD4,-0.372448605,0.460373706,0.751545315,38.2533,13.32884
LSP1,-0.641186878,0.000692018,0.0133435,94.66287,280.92654
ZFYVE27,0.290132306,0.440772649,0.739197189,53.73872,35.31659
AVPI1,1.076578279,0.001118999,0.019052562,47.86599,45.68519
MYH11,0.351092381,0.417807525,0.721872922,36.49444,26.18312
RAD51D,-0.497039434,0.216351935,0.534200679,22.83334,21.45825
UNC45B,0.716113075,0.282940078,0.605771786,15.729831,8.694508
PANK3,-0.034933212,0.84639214,0.94367028,60.63899,58.46143
RARS,0.119167976,0.542076307,0.802933699,42.04687,51.47863
WWC1,0.438104615,0.440212134,0.739197189,13.388659,9.952737
MRPL58,-0.617412354,0.000248302,0.006216551,132.6137,183.2832
FDXR,-0.201075703,0.640295464,0.854291102,22.00592,13.74041
MRPL45,-0.007494388,0.971968478,0.99200703,82.31047,81.05167
MB,0.320708969,0.760650246,0.909608256,79.58369,72.94843
IRF1,0.416336229,0.103472246,0.371745056,40.83949,55.2874
SLC22A5,0.400528697,0.396275264,0.706178216,45.69198,15.48459
P4HA2,0.244389626,0.731786629,0.898484955,15.13896,13.46185
ALOX12E,-0.076082695,0.913969601,0.968398325,16.28605,16.05037
ARRB1,0.169278583,0.766720306,0.912842781,39.71371,19.31831
TM4SF5,-0.134882948,0.837917149,0.940516797,8.348785,9.151388
CXCL16,0.632146192,0.035397758,0.202937642,50.4596,36.29666
PELP1,-0.387325892,0.445722282,0.741404469,41.69758,37.54668
MED11,-0.130735185,0.640890104,0.854574719,49.46603,35.93665
ALOX15,-0.722369576,0.376699398,0.691828597,9.137648,14.200165
CCL6,1.098735198,0.008302661,0.079128968,116.73231,72.81935
CCL4,-0.405388912,0.713055301,0.890965923,11.01,14.60052
NATD1,0.093342996,0.873826347,0.954345641,42.40837,18.44601
MAP2K3,-0.186502671,0.496725764,0.776029445,53.23902,29.50959
YWHAH,-0.082099058,0.600235403,0.833471436,161.8645,130.8534
SART3,-0.913960136,0.000945642,0.016824905,14.51875,40.86145
E2F2,-1.241006557,2.3107E-14,4.95599E-12,52.43762,125.14544
SLFN3,-1.442380196,0.001346874,0.021717827,11.05321,18.39121
NARS2,0.057873844,0.890951258,0.961114375,14.75241,13.10368
SLC35B4,-0.64447817,0.119342421,0.400202247,44.47114,28.38019
DALRD3,-0.128164448,0.647157276,0.856715284,65.58556,53.35515
FIS1,0.119651519,0.391853995,0.702296017,137.8902,140.4896
PLOD1,0.470671386,0.148592057,0.446203652,26.35421,12.82568
RAB3D,0.077017994,0.844925547,0.943251859,23.32158,24.98053
MFSD3,0.733650507,0.406812882,0.713186574,26.95598,14.85751
SLC25A22,-0.001750806,0.995755703,0.999101063,24.70834,26.12431
ATP6AP1,0.296089069,0.096562814,0.357081716,63.75098,79.06573
DNASE1L1,-0.371121548,0.570578296,0.817766807,14.89602,19.95067
CCL9,0.622666193,0.215121292,0.532407529,39.40396,37.16991
SCRN1,4.548278436,0.035600269,0.20357685,24.47376,1.335649
BC005537,0.379824875,0.025158185,0.163470998,177.4422,221.2812
ISYNA1,-0.133975568,0.71377671,0.891376679,45.14154,45.29219
HARS2,0.4054468,0.197734354,0.513004472,70.39418,28.41802
CACNG2,-0.477310926,0.861980819,0.948781645,6.682629,9.281943
TMEM160,0.196033437,0.170257986,0.47688947,90.99253,135.8084
RAB5C,-0.327644104,0.148515836,0.44606032,76.97048,71.3085
MDH2,-0.105571661,0.595481059,0.83111602,361.0661,294.4035
H13,0.010462049,0.94220828,0.981603643,66.49998,163.48864
RNF145,0.113166512,0.543144814,0.803028182,78.24701,85.91319
SCN1B,0.623091558,0.11848272,0.398370366,24.17561,21.56683
ATP6V1E1,0.405965248,0.043304769,0.226930635,196.34452,87.78581
CHTF18,-2.369052845,0.00025399,0.006292291,7.904189,28.106608
RPS6KL1,-1.271102905,0.270757696,0.593982519,3.940092,11.071298
PPP1R12C,0.005035297,0.989002522,0.997295535,68.89068,31.31044
AHR,0.399463713,0.344770142,0.666427914,22.06023,32.16037
MAP1S,0.161198219,0.612770772,0.840633661,51.85357,16.72555
DPEP1,1.065455823,0.219120493,0.53723294,16.43799,11.58199
TMEM129,-0.276572206,0.414489756,0.718931927,28.50435,21.80188
NOP9,-0.015238801,0.958265634,0.986752057,23.53322,22.31341
ATP6V0A1,0.218125922,0.585042287,0.825516275,41.11284,36.46264
PSMC3IP,-1.45895733,0.000511,0.010653441,32.69413,28.29032
NOXO1,1.315985109,0.085103302,0.332699726,13.841376,6.954412
AOC3,0.680489548,0.180291,0.488630117,57.56533,55.5103
ZFP687,0.088264133,0.752968509,0.906996008,37.04149,23.56018
D8ERTD738E,-0.308370242,0.036636231,0.206811125,167.221,214.7782
CALM3,-0.533745181,0.005691854,0.061742944,201.5332,314.9748
COPS3,-0.918663189,8.30001E-06,0.000372359,53.77914,44.99528
FKBP8,-0.37798016,0.022094951,0.150343611,118.87463,70.76348
DDX39B,-0.362059763,0.025895004,0.165891192,82.48293,99.99436
GIPC1,-0.883547899,0.008474545,0.080221253,25.47914,22.79681
TLCD1,0.678044858,0.063631471,0.283436114,40.46806,22.78154
PLSCR3,-0.566692688,0.087066592,0.337426148,32.33684,37.54313
ARHGEF25,0.552367165,0.653956123,0.860799333,11.653854,4.309791
XAB2,-0.573558252,0.134570297,0.424107716,43.02334,19.44213
CDC37,-0.852758833,0.000131375,0.003823315,88.70492,131.82942
RAB4A,0.602491889,0.368879939,0.685444244,12.617585,7.873146
TRIP10,0.371060963,0.355494284,0.67400993,22.78056,13.52196
COPS6,-0.220987968,0.340947042,0.662840117,188.318,235.666
UBB,-0.526456133,0.002666823,0.035779305,2647.605,4858.379
AP4M1,0.093939158,0.860076283,0.948276715,36.52495,25.582
GYG,0.068248214,0.799423563,0.925850635,69.68003,51.5552
RCN3,0.519464597,0.397447136,0.706904182,16.869404,8.800252
SLC6A8,0.560389171,0.127975683,0.414161898,42.70507,27.79112
ARID3A,-0.337075781,0.32154364,0.644829111,9.622018,27.666993
PDK4,-0.344946969,0.67196445,0.869931155,72.07349,88.94895
UBXN6,-0.39932878,0.161082249,0.464725905,117.4781,120.2486
MYDGF,0.082572778,0.655288029,0.8612622,61.51925,64.53865
CYB561,0.879618091,0.219650834,0.538280343,16.625489,5.664949
SEMA6A,0.608227322,0.35340606,0.672459539,9.297519,14.2118
CCDC12,-0.060410709,0.6819552,0.877052624,81.06447,80.46052
FMC1,0.307146597,0.356010752,0.674129267,263.7073,306.3931
AKT3,0.51836346,0.18407435,0.493079913,30.22316,16.85325
MRPL24,-0.029156603,0.843500533,0.942930733,80.12545,60.29016
GLE1,-0.099292299,0.792212629,0.923235811,82.86834,79.27457
L3HYPDH,0.83702118,0.170894161,0.477716457,45.66268,24.0799
LYST,0.240969141,0.248591884,0.571509713,250.9255,173.3219
SLC35E1,-0.211021236,0.599352815,0.83316812,21.00155,24.70001
TMC4,-0.122947236,0.877295486,0.955492587,18.01768,17.25397
POLR2I,-0.264549541,0.140726047,0.434716786,80.75885,53.86779
KRT10,-0.457311008,0.046521756,0.235483819,26.98172,10.87382
RMND1,0.301163653,0.318014586,0.641221831,33.59077,47.43494
ESR1,0.706366133,0.157471547,0.458874373,25.891,16.92724
FBXO5,-2.561334565,4.50543E-13,8.03584E-11,26.54962,154.99812
MTRF1L,0.354589983,0.285527972,0.608232852,43.65767,33.2601
RGS17,0.165539928,0.856881674,0.947137054,16.17317,26.93169
HDAC2,-0.028825143,0.884766563,0.958803299,123.92291,94.38574
FRK,0.13774644,0.859508145,0.947985197,13.552876,9.199316
RWDD1,-0.046443034,0.804551304,0.927824222,104.65217,85.41911
TRDN,1.439913424,0.041503848,0.221148951,49.84107,10.04883
HEY2,3.716927915,5.58836E-05,0.001923011,14.463857,1.316003
STXBP5,-0.311524537,0.302592048,0.625734174,44.63531,89.28282
HINT3,0.158009363,0.566800944,0.815615395,99.45472,83.22217
TRMT11,-0.014973668,0.953981853,0.985975121,26.58687,30.88434
KATNA1,-0.049317243,0.826716995,0.935965569,57.35348,65.83307
PCMT1,-0.066535647,0.759093036,0.908856822,89.74843,51.81796
MTRES1,0.289621395,0.233345717,0.554627998,122.26819,84.64719
SEC63,0.293705356,0.212267461,0.530397643,166.0388,140.9973
SNX3,-0.496604108,0.009092304,0.084686621,139.7869,178.3323
AIG1,0.370647998,0.222588597,0.541496219,56.28293,26.70573
ADAT2,-0.053602611,0.931550779,0.977042507,13.46754,13.37621
PEX3,0.023180514,0.937320561,0.979158529,60.0217,40.77447
FUCA2,0.049144414,0.897651831,0.963147001,41.40668,21.56778
CEP57L1,-0.693198773,0.018847644,0.13567704,42.4123,30.95538
LTV1,-0.152841045,0.496432778,0.776019134,23.895356,8.105649
CD164,0.16241683,0.138113828,0.430213506,114.82073,89.13311
UTRN,0.080562261,0.678465851,0.874875624,114.9178,128.9399
SMPD2,0.35166046,0.291871286,0.615573288,37.46516,20.29719
MICAL1,-0.420045733,0.126049279,0.411156993,44.72504,34.91254
ZBTB24,0.039364157,0.907769645,0.966210016,35.3039,15.22578
RAB32,-0.014203274,0.97745971,0.993449314,25.14541,12.30865
GTF3C6,-0.361488783,0.118516265,0.398370366,65.54766,78.00107
SLC16A10,0.782544069,0.067624014,0.2925806,58.1745,22.15432
REV3L,0.459733071,0.005508684,0.060696313,101.39432,68.31818
TRAF3IP2,-0.096298325,0.869208775,0.952358417,27.12795,16.49209
FYN,0.301974248,0.109803117,0.38374926,38.69574,83.04994
TUBE1,-0.095873063,0.721878811,0.894152063,69.58238,60.0911
LAMA4,-0.159610061,0.779123407,0.917513415,23.165,26.30994
PREP,-0.738106231,0.000282559,0.006765529,33.67304,47.91574
TNFAIP3,0.206902878,0.437195782,0.737070568,82.94447,43.92461
PERP,1.143509172,2.27923E-08,1.98255E-06,122.62802,57.97031
ARFGEF3,0.489621991,0.235024293,0.5560355,37.61198,19.32891
HEBP2,2.05632412,0.043654977,0.228040169,23.422336,4.676067
REPS1,-0.337650374,0.167630523,0.473069773,39.91892,47.89754
FAM184A,0.670327769,0.632995818,0.850494767,12.971341,3.222608
ASF1A,-0.586329742,0.001875037,0.027826969,100.2882,103.5088
GOPC,0.146365561,0.586097943,0.826045144,41.58989,52.86243
QRSL1,-0.117635865,0.779274024,0.917513415,16.83386,17.47341
